,id,q_format,a_format
157,F1,What is academic disqualification?,A student is placed on academic disqualification status if [disqualification-criteria].
158,F1,What is the difference between academic probation and academic disqualification?,An undergraduate student will be placed on academic probation if [probation-criteria]. A student is placed on academic disqualification status if [disqualification-criteria].
159,F1,What accreditation does the Computer Science program have?,"The Computer Science program is accredited by the Computer Accreditation Commission of ABET. To read more, visit the following website:  http://www.abet.org/."
0,D1,What are the research interests of [CSSE-Faculty]?,[CSSE-Faculty] is interested in [CSSE-Research-Area-List].
1,D1,What research areas are [CSSE-Faculty] interested in?,[CSSE-Faculty] is interested in [CSSE-Research-Area-List].
2,D1,Is [CSSE-Faculty] interested in [CSSE-Research-Area]?,"Yes./No, they are interested in [CSSE-Research-Area-List]."
3,D1,What is [CSSE-Faculty] researching?,[CSSE-Faculty]'s research interests are [CSSE-Research-Area-List]. Some recent papers they have published are [Paper-List].
4,D1,What professors are interested in [CSSE-Research-Area]?,[CSSE-Faculty-List] are interested in [CSSE-Research-Area].
5,D1,Who is studying [CSSE-Research-Area]?,[CSSE-Faculty-List] are interested in [CSSE-Research-Area]. [CSSE-Faculty-List] have recently published papers related to [CSSE-Research-Area].
6,D1,What are all the computer science professorsâ research areas?,Cal Poly computer science professors are interested in [CSSE-Research-Area-List].
7,D1,Which computer science research area has the most professors?,The most professors are interested in [CSSE-Research-Area].
8,D1,What [CSSE-Research-Area] does [CSSE-Faculty] have expertise in?,[CSSE-Faculty]'s research interests are [CSSE-Research-Area-List]. Some recent papers they have published are [Paper-Title-List].
9,D1,Is [CSSE-Faculty] knowledgable about [CSSE-Research-Area]?,"Yes, it is one of their research interests./No, it is not one of their research interest areas."
10,D1,Which professors specialize in [CSSE-Research-Area]?,[CSSE-Faculty-List] are interested in [CSSE-Research-Area]. [CSSE-Faculty-List] have recently published papers related to [CSSE-Research-Area].
11,D1,Who can I email about [CSSE-Research-Area]?,You can contact [CSSE-Faculty] at [CSSE-Faculty-Email] or [CSSE-Faculty] at [CSSE-Faculty-Email].
12,D1,Where should I go about [CSSE-Research-Area]?,You can visit [CSSE-Faculty] in their office [CSSE-Office-Number] during their office hours [Office-Hours].
13,D1,When is the next time I can meet with a professor interested in [CSSE-Research-Area]?,The next time is during [CSSE-Faculty]'s office hours [Office-Hours] in room [CSSE-Office-Number].
14,D1,What is the soonest I can meet with a professor about [CSSE-Research-Area]?,The next time is during [CSSE-Faculty]'s office hours [Office-Hours] in room [CSSE-Office-Number].
15,D1,What is [CSSE-Faculty]âs poly rating?,[CSSE-Faculty] has a PolyRating of [Rating].
16,D1,What is the average polyrating of [CSSE-Faculty]?,[CSSE-Faculty] has a PolyRating of [Rating].
17,D1,What is [CSSE-Faculty] rated on polyratings?,[CSSE-Faculty] has a PolyRating of [Rating].
18,D1,How good of a professor is [CSSE-Faculty]?,"All Cal Poly professors are great, but [CSSE-Faculty] has a PolyRating of [Rating]."
19,D1,Is [CSSE-Faculty] a good professor?,"All Cal Poly professors are great, but [CSSE-Faculty] has a PolyRating of [Rating]."
20,D1,Is [CSSE-Faculty] well liked?,[CSSE-Faculty] has a polyrating of [Rating].
21,D1,What is the average grade given by [CSSE-Faculty] in [CSSE-Course]?,"Based on PolyRatings, [CSSE-Faculty] gives an average grade of [Grade] in [CSSE-Course]."
22,D1,Who are the top [Number] rated CS professors on polyratings?,The top [Number] rated professors are [CSSE-Faculty-List].
23,D1,Which comp sci professors have the top [Number] highest poly ratings?,The top [Number] rated professors are [CSSE-Faculty-List].
24,D1,Does [CSSE-Faculty] or [CSSE-Faculty] have a higher poly rating?,[CSSE-Faculty] has a higher PolyRating.
25,D1,Which of [CSSE-Faculty-List] has the highest polyrating?,[CSSE-Faculty] has the highest PolyRating.
26,D1,What is the URL for [CSSE-Faculty]âs polyratings?,[CSSE-Faculty]'s PolyRatings page can be found at [URL].
27,D1,Who are the professors with a polyrating over [Rating]?,[CSSE-Faculty-List] all have average PolyRatings over [Rating].
28,D1,Who is the best professor to take for [CSSE-Course]?,[CSSE-Faculty] has the highest PolyRating - [Rating] - of all professors that teach [CSSE-Course].
29,D1,Who should I take [CSSE-Course] with?,[CSSE-Faculty] has the highest PolyRating - [Rating] - of all professors that teach [CSSE-Course].
30,D1,What courses will [CSSE-Faculty] teach in [Quarter]?,[CSSE-Faculty] will teach [CSSE-Course-List] in [Quarter].
31,D1,Is [CSSE-Faculty] teaching [CSSE-Course] in [Quarter]?,"Yes./No, they are teaching [CSSE-Course-List]."
32,D1,Who will teach [CSSE-Course] in [Quarter]?,[CSSE-Faculty-List] are teaching [CSSE-Course] in [Quarter].
33,D1,"In [Quarter], who is teaching [CSSE-Course]?",[CSSE-Faculty-List] are teaching [CSSE-Course] in [Quarter].
34,D1,Is [CSSE-Faculty] scheduled to teach any graduate courses in [Quarter]?,"Yes, they are teaching [CSSE-Course]./No."
35,D1,Who teaches [CSSE-Course]?,The next professors teaching [CSSE-Course] are [CSSE-Faculty-List].
36,D1,Who is usually the professor for [CSSE-Course]?,"Recently, [CSSE-Course] has been taught by [CSSE-Faculty-List]."
37,D1,Who has taught [CSSE-course] in the past?,[CSSE-Faculty-List] have taught [CSSE-Course].
38,D1,How many courses is [CSSE-Faculty] teaching?,"This quarter, [CSSE-Faculty] is teaching [Number] courses."
39,D1,How many different classes will [CSSE-Faculty] teach next quarter?,"Next quarter, [CSSE-Faculty] will teach [Number] different courses."
40,D1,What courses has [CSSE-Faculty] taught?,"In the last year, [CSSE-Faculty] has taught [CSSE-Course-List]."
41,D1,What courses does [CSSE-Faculty] teach?,"In the last year, [CSSE-Faculty] has taught [CSSE-Course-List]. This quarter, they are teaching [CSSE-Course-List]."
42,D1,What is [CSSE-Faculty] teaching this quarter?,[CSSE-Faculty] is teaching [CSSE-Course-List].
43,D1,Is [CSSE-Faculty] teaching any classes this quarter?,"Yes, they are teaching [CSSE-Course-List]./No."
44,D1,Which professors are not teaching this quarter?,[CSSE-Faculty-List] are not teaching this quarter.
45,D1,Where is [CSSE-Faculty] teaching right now?,[CSSE-Faculty] is currently teaching [CSSE-Course] in [Room]./[CSSE-Faculty] is not currently teaching.
46,D1,Where will [CSSE-Faculty] be teaching next?,[CSSE-Faculty] will be teaching [CSSE-Course] in [Room] at [Time].
47,D1,Where did [CSSE-Faculty] go to school?,[CSSE-Faculty] attended [University] as an undergraduate and [University] for their [Degree-Type].
48,D1,What degrees does [CSSE-Faculty] have?,[CSSE-Faculty has a [Degree-List].
49,D1,What schools has [CSSE-Faculty] attended?,[CSSE has attended [University-List].
50,D1,Does [CSSE-Faculty] have a [Degree-Type] degree?,"Yes, they got their [Degree-Type] from [University]./No."
51,D1,Who are the [Faculty-Type] in the CSSE program at Cal Poly?,[CSSE-Faculty-List] are the CSSE [Faculty-Type] at Cal Poly.
52,D1,What school did [CSSE-Faculty] get their degree from?,[CSSE-Faculty] got their [Degree] from [University].
53,D1,How many degrees does [CSSE-Faculty] have?,[CSSE-Faculty] has [Number] degrees.
54,D1,What computer science professors went to [University]?,[CSSE-Faculty-List] went to [University].
55,D1,How long has [CSSE-Faculty] taught at Cal Poly?,[CSSE-Faculty] has taught at Cal Poly for [Number] years.
56,D1,What year did [CSSE-Faculty] start at Cal Poly?,[CSSE-Faculty] started teaching at Cal Poly in [Year].
57,D1,When did [CSSE-Faculty] start teaching at Cal Poly?,[CSSE-Faculty] started teaching at Cal Poly in [Year].
58,D1,Which computer science professors are Cal Poly alumni?,[CSSE-Faculty-List] are Cal Poly alumni.
59,D1,What year did [CSSE-Faculty] get their [Degree-Type]?,[CSSE-Faculty] got their [Degree-Type] in [Year].
60,D1,Did [CSSE-Faculty] study at Cal Poly?,Yes./No.
61,D1,When was [CSSE-Faculty] a professor at Cal Poly?,[CSSE-Faculty] was a professor at Cal Poly from [Date-Range].
62,D1,What is the highest degree of [CSSE-Faculty]?,[CSSE-Faculty]'s highest degree is [Degree-Type].
63,D1,Where did [CSSE-Faculty] get their most recent degree?,[CSSE-Faculty] got their most recent degree from [University].
64,D1,What is [CSSE-Faculty]âs highest degree?,[CSSE-Faculty] got their [Degree-Type] from [University].
65,D1,Is [CSSE-Faculty] still working at Cal Poly?,"Yes./No, they retired in [Year]."
66,D1,Does [CSSE-Faculty] still teach at Cal Poly?,"Yes./No, they retired in [Year]."
67,D1,What professors were teaching in the CS department in [Year]?,[CSSE-Faculty-List] were teaching in [Year].
68,D1,Has there ever been a professor [Possibly-CSSE-Faculty] in Cal Poly CSSE?,Yes./No.
69,D1,Did [Possibly-CSSE-Faculty] ever teach in the computer science department?,Yes./No.
70,D1,Who are Cal Polyâs computer science professors emeriti?,They are [CSSE-Faculty-List].
71,D1,What computer science professors are retired from Cal Poly?,They are [CSSE-Faculty-List].
72,D1,What published research projects does [CSSE-Faculty] have?,[CSSE-Faculty] has published [Paper-List].
73,D1,Did [CSSE-Faculty] submit a research paper in [Year]?,"Yes, they submitted [Paper-List] in [Year]./No."
74,D1,How many research papers has [CSSE-Faculty] submitted for Cal Poly?,[CSSE-Faculty] has submitted [Number] papers.
75,D1,What professors submitted research papers in [Year]?,[CSSE-Faculty-List] submitted research papers in [Year].
76,D1,What papers has [CSSE-Faculty] contributed to the Cal Poly Digital Commons?,[CSSE-Faculty] has published [Paper-List].
77,D1,Has [CSSE-Faculty] published any papers?,"Yes, they have published [Paper-List]./No."
78,D1,What research papers has [CSSE-Faculty] written?,[CSSE-Faculty] has published [Paper-List].
79,D1,What CSSE papers have been submitted to the digital commons in the last [Number] years?,[Paper-List] have been published in the last [Number] years.
80,D1,What CSSE papers were submitted in [Year]?,[Paper-List] were published in [Year].
81,D1,What papers did [CSSE-Faculty] submit to the digital commons in [Year]?,[Paper-List] were published in [Year].
82,D1,What senior projects has [CSSE-Faculty] advised?,[CSSE-Faculty] has advised [Senior-Project-List].
83,D1,How many senior projects has [CSSE-Faculty] advised?,[CSSE-Faculty] has advised [Number] senior projects.
84,D1,How many senior projects did [CSSE-Faculty] work on in [Year]?,[CSSE-Faculty] advised [Number] senior projects in [Year].
85,D1,Which senior projects did [CSSE-Faculty] advise in [Year]?,[CSSE-Faculty] advised [Senior-Project-List] in [Year].
86,D1,What senior projects did [CSSE-Faculty] advise last year?,[CSSE-Faculty] advised [Senior-Project-List] in [Year].
87,D1,Which computer science professor has advised the most senior projects in the last [Number] years?,[CSSE-Faculty] advised the most senior projects in the last [Number] years.
88,D1,Whose senior projects has [CSSE-Faculty] advised?,[CSSE-Faculty] has advised [Student-List].
89,D1,What computer science professors have published papers on [Topic-Keyword]?,[CSSE-Faculty-List] have published papers on [Topic-Keyword].
90,D1,What is the average length of papers published by [CSSE-Faculty]?,[CSSE-Faculty]'s papers are an average of [Number] pages long.
91,D1,Where can I learn more about [CSSE-Faculty]âs research?,[CSSE-Faculty]'s most recent paper can be found at [URL] and their personal website is [URL].
92,D1,What professor published the paper [Paper-Title]?,It was published by [CSSE-Faculty].
93,D1,In what journals has [CSSE-Faculty] been published?,[CSSE-Faculty] has been published in [Journal-List].
94,D1,What journals has [CSSE-Faculty] published papers in?,[CSSE-Faculty] has been published in [Journal-List].
95,D1,What journals are Cal Poly computer science professors published in?,Cal Poly CSSE professors have been published in [Journal-List].
96,D1,What is [CSSE-Faculty]âs email?,[CSSE-Faculty]'s email is [Email].
97,D1,How can I contact [CSSE-Faculty]?,[CSSE-Faculty]'s email is [Email] and their phone number is [Phone-Number].
98,D1,What is [CSSE-Faculty]âs contact information?,[CSSE-Faculty]'s email is [Email] and their phone number is [Phone-Number].
99,D1,What is [CSSE-Faculty]âs phone number?,[CSSE-Faculty]'s phone number is [Phone-Number].
100,D1,What number do I call to reach [CSSE-Faculty]?,[CSSE-Faculty]'s phone number is [Phone-Number].
101,D1,How can I reach [CSSE-Faculty]?,[CSSE-Faculty]'s email is [Email] and their phone number is [Phone-Number].
102,D1,Where is [CSSE-Faculty]âs office?,[CSSE-Faculty]'s office is [CSSE-Office-Number].
103,D1,What CSSE faculty is in [CSSE-Office-Number]?,[CSSE-Faculty]'s office is [CSSE-Office-Number].
104,D1,In what room is [CSSE-Faculty]âs office?,[CSSE-Faculty]'s office is [CSSE-Office-Number].
105,D1,Where can I find [CSSE-Faculty]âs website?,[CSSE-Faculty]'s website is [URL].
106,D1,Does [CSSE-Faculty] have a personal website?,[CSSE-Faculty]'s website is [URL].
107,D1,What is [CSSE-Faculty]âs home page?,[CSSE-Faculty]'s website is [URL].
108,D1,What professors have offices in [Building]?,[CSSE-Faculty-List] have offices in [Building].
109,D1,What is the email address of [CSSE-Faculty]?,[CSSE-Faculty]'s email is [Email].
110,D1,What is the office of [CSSE-Faculty]?,[CSSE-Faculty]'s office is [CSSE-Office-Number].
111,D1,What are the names and emails of all computer science [Faculty-Type]?,Their names and emails are: [CSSE-Faculty-Email-List].
112,D1,Who are the computer science [Faculty-Type]s at Cal Poly?,They are [CSSE-Faculty-List].
113,D1,Who shares an office with [CSSE-Faculty]?,[CSSE-Faculty] shares an office with [CSSE-Faculty].
114,D1,Does anyone share an office with [CSSE-Faculty]?,"Yes, [CSSE-Faculty] shares an office with [CSSE-Faculty]./No."
115,D1,What time are [CSSE-Faculty]'s office hours?,[CSSE-Faculty]'s office hours are [Office-Hours].
116,D1,When can I visit [CSSE-Faculty]'s office?,[CSSE-Faculty]'s office hours are [Office-Hours].
117,D1,Is [CSSE-Faculty] hosting office hours right now?,"Yes, until [Time]./No."
118,D1,Is [CSSE-Faculty] in their office now?,"Yes, until [Time]./No."
119,D1,Which computer science professors have office hours on [Day]?,"On [Day], the available faculty are: [CSSE-Faculty-OH-List]."
120,D1,Who in the CSSE department is hosting office hours today?,"On [Day], the available faculty are: [CSSE-Faculty-OH-List]."
121,D1,When are the next computer science office hours I can attend?,The next office hours are [Office-Hours] in [CSSE-Faculty]'s office [CSSE-Office-Number].
122,D1,Who is the CSSE department chair?,[CSSE-Faculty] is the department chair.
123,D1,What is the job title of [CSSE-Faculty]?,[CSSE-Faculty] is a [Faculty-Type].
124,D1,Is [CSSE-Faculty] a [Faculty-Type]?,"Yes./No, they are a [Faculty-Type]."
125,D1,Is [CSSE-Faculty] a lecturer or a professor?,[CSSE-Faculty] is a [Faculty-Type].
126,D1,How many faculty are in the CSSE department?,There are [Number] faculty in the CSSE department.
127,D1,How many computer science faculty are there at Cal Poly?,There are [Number] faculty in the CSSE department.
128,D1,Who are the lecturers in the computer science department?,The CSSE lecturers are [CSSE-Faculty-List].
129,D1,Who is the department chair of the CSSE department at Cal Poly?,[CSSE-Faculty] is the department chair.
130,D1,What is the position of [CSSE-Faculty]?,[CSSE-Faculty] is a [Faculty-Type].
131,D1,What is [CSSE-Faculty]âs job at Cal Poly?,[CSSE-Faculty] is a [Faculty-Type].
132,D1,"In the CSSE department, how many faculty members are [Faculty-Type]?",There are [Number] [Faculty-Type]s in the CSSE department.
133,D1,How many computer science [Faculty-Type] are there at Cal Poly?,There are [Number] [Faculty-Type]s in the CSSE department.
134,D1,Who are the professors with the last name [CSSE-Faculty]?,[CSSE-Faculty-List] have the last name [CSSE-Faculty].
135,D1,Where is [CSSE-Faculty] right now?,[CSSE-Faculty] is in [Room] until [Time].
136,D1,"At the moment, where is [CSSE-Faculty]?",[CSSE-Faculty] is in [Room] until [Time].
137,D1,Where is [CSSE-Faculty] currently?,[CSSE-Faculty] is in [Room] until [Time].
138,D1,Where will [CSSE-Faculty] be at [Time]?,[CSSE-Faculty] will be in [Room].
139,D1,"At [Time], where will [CSSE-Faculty] be?",[CSSE-Faculty] will be in [Room].
140,D1,Where is the next place I can find [CSSE-Faculty]?,[CSSE-Faculty] will be in [Room] from [Time] to [Time].
141,D1,When can I next find [CSSE-Faculty] on campus?,[CSSE-Faculty] will be in [Room] from [Time] to [Time].
0,F1,How many GEs do I have to take in [major]?,You need to take [major-ge-units] units to graduate in [major].
1,F1,How many general educations do I have to take in [major]?,You need to take [major-ge-units] units to graduate in [major].
2,F1,How many general education classes do I have to take in [major]?,You need to take [major-ge-units] units to graduate in [major].
3,F1,What GEs satisfy area [ge-area]?,GE area [ge-area] includes the following courses: [ge-area-course-names].
4,F1,What general educations satisfy area [ge-area]?,GE area [ge-area] includes the following courses: [ge-area-course-names].
5,F1,What courses are included in GE area [ge-area]?,GE area [ge-area] includes the following courses: [ge-area-course-names].
6,F1,What courses are included in general education area [ge-area]?,GE area [ge-area] includes the following courses: [ge-area-course-names].
7,F1,What is the subject of GE area [ge-area]?,The subject of GE area [ge-area] is [ge-area-subject].
8,F1,What is the subject of general education area [ge-area]?,The subject of GE area [ge-area] is [ge-area-subject].
9,F1,What are the general education areas?,The general education areas are [ge-area-list].
10,F1,What are the GE requirements?,The GE requirements are the following: [ge-requirements].
11,F1,What are the general education requirements?,The GE requirements are the following: [ge-requirements].
12,F1,What GE areas are considered [division-level]?,The following GE areas are considered [division-level]: [division-ge-area-list].
13,F1,What general education areas are considered [division-level]?,The following GE areas are considered [division-level]: [division-ge-area-list].
14,F1,How many units of electives do I need for [major]?,You need [ge-elective-units-major] of electives to graduate in [major].
15,F1,What is the total number of units of electives needed to graduate in [major]?,You need [ge-elective-units-major] of electives to graduate in [major].
16,F1,How many approved electives do I have to take for the [minor]?,You have to take [minor-approved-electives-units] approved electives for the [minor].
17,F1,What are the approved electives I can take for a [minor]?,The approved electives for a [minor] are [approved-electives-minor]
18,F1,What courses may I choose that satisfy the [elective-type] requirement?,"In order to satisfy the [elective-type] requirement, you may choose from the following courses: [elective-type-course-names]."
19,F1,What are the courses that help me satisfy the [elective-type] requirements?,"In order to satisfy the [elective-type] requirement, you may choose from the following courses: [elective-type-course-names]."
20,F1,How many units of [elective-type] do I have to take?,You need to take [elective-type-units] in [elective-type].
21,F1,What courses can I take instead of [course] for [major]?,You could take any of [major-course-alternatives-list] instead of [course] for [major].
22,F1,Are there any alternatives to [course] for [major]?,You could take any of [major-course-alternatives-list] instead of [course] for [major].
23,F1,What CSSE courses are offered in [season]?,The CSSE courses typically offered in [season] are [season-course-names].
24,F1,What computer science and software engineering courses are offered in [season]?,The CSSE courses typically offered in [season] are [season-course-names].
25,F1,How many CSSE courses will be available during the [season] quarter?,There are [number-season-courses] CSSE courses typically offered during [season] quarter.
26,F1,How many computer science and software engineering courses will be available during the [season] quarter?,There are [number-season-courses] CSSE courses typically offered during [season] quarter.
27,F1,What are the courses that are in both CSC and SE curriculum?,The courses that are common for both the departments are [overlapping-courses-list].
28,F1,What are the courses that are in both Computer Science and SE curriculum?,The courses that are common for both the departments are [overlapping-courses-list].
29,F1,What are the courses that are in both Computer Science and Software Engineering curriculum?,The courses that are common for both the departments are [overlapping-courses-list].
30,F1,What courses are cross listed as CSC and SE?,The courses that are common for both the departments are [overlapping-courses-list].
31,F1,What courses are cross listed as Computer Science and SE?,The courses that are common for both the departments are [overlapping-courses-list].
32,F1,What courses are cross listed as Computer Science and Software Engineering?,The courses that are common for both the departments are [overlapping-courses-list].
33,F1,How many courses are present in both CSC and SE?,The number of courses that are common in both the departments are [overlapping-courses-list].
34,F1,How many courses are present in both Computer Science and SE?,The number of courses that are common in both the departments are [overlapping-courses-list].
35,F1,How many courses are present in both Computer Science and Software Engineering?,The number of courses that are common in both the departments are [overlapping-courses-list].
36,F1,What are the graduate level courses?,The graduate level courses in CSC are [graduate-courses-list].
37,F1,What are all the courses in [major] that are of [course-units] units?,The following courses count for [course-units] units: [major-course-names-of-units].
38,F1,What is the CSSE mission statement?,The CSSE mission statement is [csse-mission-statement].
39,F1,What is the computer science and software engineering mission statement?,The CSSE mission statement is [csse-mission-statement].
40,F1,What are the program educational objectives for the [major]?,The program educational objectives for the [major] are [major-peos].
41,F1,What are the learning outcomes of [major]?,The learning outcomes for the [major] are [major-learning-outcomes-list].
42,F1,What are the learning outcomes of the GE program?,The GE programâs learning outcomes are the following: [ge-learning-outcomes].
43,F1,What are the learning outcomes of the general education program?,The GE programâs learning outcomes are the following: [ge-learning-outcomes].
44,F1,What are the general education learning outcomes?,The GE programâs learning outcomes are the following: [ge-learning-outcomes].
45,F1,What are the learning outcomes for [major]?,The learning outcomes for the [major] are [major-learning-outcomes-list].
46,F1,What are the learning objectives for the MS in Computer Science?,The learning objectives for the MS in Computer Science are [ms-learning-objectives].
47,F1,What are the learning objectives for the Masters Degree in Computer Science?,The learning objectives for the MS in Computer Science are [ms-learning-objectives].
48,F1,What are the [major] courses?,The [major] courses are [major-courses].
49,F1,What are the courses required for [major]?,The [major] courses are [major-courses].
50,F1,How many courses do we have in [major]?,The number of courses in [major] are: [total-num-of-courses].
51,F1,What courses are important to transfer into Computer Science?,"In order to maximize your chance of election, you should take the following courses: [transfer-courses]."
52,F1,What courses do I need to take to transfer into Computer Science?,"In order to maximize your chance of election, you should take the following courses: [transfer-courses]."
53,F1,What are some [major] resources that are available?,These are some that are available to you: [major-resources].
54,F1,What resources are there for [major]?,These are some resources that are available to you: [major-resources].
55,F1,Where can I get advising for a [major]?,These are some resources that are available to you: [major-resources].
56,F1,What are the course numbers that are considered independent study in [major]?,The courses that are considered independent study are: [independent-study-courses].
57,F1,What are some independent study course that I have available?,The courses that are considered independent study are: [independent-study-courses].
58,F1,What is the minimum number of upper division units needed to graduate with a BS in Computer Science?,The minimum number of upper division units need to graduate with a BS in Computer Science are [minimum-upper-division-units].
59,F1,What is the minimum number of upper division units needed to graduate with a Bachelors Degree in Computer Science?,The minimum number of upper division units need to graduate with a BS in Computer Science are [minimum-upper-division-units].
60,F1,How many [division-level] units are required for a [minor]?,The [minor] requires [minor-division-units] [division-level] units.
61,F1,How many [division-level] units does [minor] require?,The [minor] requires [minor-division-units] [division-level] units.
62,F1,How many units does the [minor] require?,The [minor] requires [minor-required-units] required units and [minor-approved-elective-units] approved elective units.
63,F1,How many units do I need for a [minor]?,The [minor] requires [minor-required-units] required units and [minor-approved-elective-units] approved elective units.
64,F1,What are the general requirements for a minor at Cal Poly?,The general requirements for a minor at Cal Poly are [minor-general-requirements]. 
65,F1,What are the steps to apply for the [minor]?,You need to take [minor-steps] to attain a  [minor].
66,F1,How do I apply for a [minor]?,You need to take [minor-steps] to attain a [minor].
67,F1,What are the required courses for the [minor]?,The required courses for the [minor] are: [required-minor-courses].
68,F1,What is the minimum CGPA required to apply for minor in Computer Science?,You have to maintain a CGPA of [minimum-gpa-minor] or higher to apply for a minor in Computer Science. 
69,F1,What is the minimum Cumulative Grade Point Average required to apply for minor in Computer Science?,You have to maintain a CGPA of [minimum-gpa-minor] or higher to apply for a minor in Computer Science. 
70,F1,What are the prerequisites for the [minor]?,You need to meet the following requirements to apply for the [minor]: [minor-prerequisites].
71,F1,Where can I get the application for the [minor]?,You can access the application for the [minor] in the following link: [minor-application-link].
72,F1,Where can I get the flowchart for the [minor]?,You can access the flowchart for CSSE students pursuing a [minor] in the following link: [minor-flowchart-link].
73,F1,What courses should I take each quarter for the [minor]?,"In order to determine what courses you should take each quarter in order to pursue the [minor], you should visit the minorâs flowchart. You can access the flowchart for CSSE students pursuing a [minor] in the following link: [minor-flowchart-link]."
74,F1,How many units do I need to graduate?,You need [graduation-units] total units to graduate.
75,F1,What are the mandatory classes that I have to take in order to graduate?,You need to take [all-required-course-list] to graduate.
76,F1,What classes do I have to take in order to graduate?,You need to take [all-required-course-list] to graduate.
77,F1,Can I double count the [elective-name] elective?,[elective-is-double-countable].
78,F1,What classes can I double count?,"The classes: [double-countable-classes], may be double counted."
79,F1,How many classes do I have to take for [major]?,You need to take [total-units] units worth of classes for [major]. The total number of classes may vary.
80,F1,What is the total number of classes needed to graduate in [major]?,You need to take [total-units] units worth of classes for [major]. The total number of classes may vary.
81,F1,What concentrations are available?,The following concentrations are available [concentration-list].
82,F1,How do I declare [concentration] concentration?,You need to complete the following steps [concentration-type-steps]
83,F1,What are the required courses for the [concentration]?,The required courses for the [concentration] are [concentration-required-courses].
84,F1,What GPA do I need to graduate?,You need a GPA of at least [minimum-grad-gpa] to graduate as a CSSE major.
85,F1,What is the minimum GPA?,You need a GPA of at least [minimum-grad-gpa]  to graduate as a CSSE major.
86,F1,What GPA do I need to attain an honor?,The following Honors are available [honors-gpa-list].
87,F1,What honors are available?,The following Honors are available [honors-gpa-list].
88,F1,What GPA do I need to obtain [honor-name]?,The following Honors are available [honors-gpa-list].
89,F1,What honor am I eligible for with a GPA of [gpa-number]?,The following Honors are available [honors-gpa-list].
90,F1,Can I take classes as credit/no credit?,You may not take any major classes as credit/no credit.
91,F1,Can I take classes as pass/no pass?,You may not take any major classes as credit/no credit.
92,F1,How many units do I need to take to be considered a [class-level]?,"In order to be considered a [class-level], you have to take [class-level-units]."
93,F1,"If I have taken [num-units], what class level am I considered?","If you have taken [num-units], you are considered a [class-level] student."
94,F1,"If I have taken [num-units], what division level am I considered?","If you have taken [num-units], you would be considered a [division-level] student."
95,F1,How many units do I need to take to be considered [division-level]?,"In order for you to be considered [division-level], you must take [division-level-units]."
96,F1,How many units do transfer applicants need prior to transfer as a CSSE major?,Transfer applicants need a minimum of [transfer-min-units] completed prior to transfer.
97,F1,How many units do transfer applicants need prior to transfer as a computer science and software engineering major?,Transfer applicants need a minimum of [transfer-min-units] completed prior to transfer.
98,F1,What courses articulate to apply as a CSSE transfer student?,The courses that articulate are [transfer-articulate-courses].
99,F1,What courses articulate to apply as a computer science and software engineering transfer student?,The courses that articulate are [transfer-articulate-courses].
100,F1,What are some general guidelines for a CSSE transfer student?,The general guidelines are [csse-transfer-guidelines].
101,F1,What are some general guidelines for a computer science and software engineering transfer student?,The general guidelines are [csse-transfer-guidelines].
102,F1,What is the minimum amount of transferable units required to transfer as a CSSSE major?,Transfer applicants need a minimum of [transfer-min-units] completed prior to transfer.
103,F1,What is the minimum amount of transferable units required to transfer as a CSSSoftware Engineering major?,Transfer applicants need a minimum of [transfer-min-units] completed prior to transfer.
104,F1,What courses are desired but not required if I want to transfer as a CSSE major?,If you want to transfer as a CSSE major the following classes are desired: [major-transfer-course-list]
105,F1,What courses are desired but not required if I want to transfer as a computer science and software engineering major?,If you want to transfer as a CSSE major the following classes are desired: [major-transfer-course-list]
106,F1,What courses are required If I want to transfer as a CSSE major?,If you want to transfer as a CSSE major you need the following course: [major-transfer-course-list]
107,F1,What courses are required If I want to transfer as a computer science and software engineering major?,If you want to transfer as a CSSE major you need the following course: [major-transfer-course-list]
108,F1,Where can I get more information on [subject]?,We donât have information about [subject] but please refer to [bot-name].
109,F1,How can I contact the CSSE department?,You can contact the CSSE department at [department-contact-info].
110,F1,How can I contact the computer science and software engineering department?,You can contact the CSSE department at [department-contact-info].
111,F1,What is the phone number of the CSSE department?,[phone-number] is the CSSE phone number
112,F1,What is the phone number of the computer science and software engineering department?,[phone-number] is the CSSE phone number
113,F1,How can I contact the CSSE department?,[phone-number] is the CSSE phone number.
114,F1,How can I contact the computer science and software engineering department?,[phone-number] is the CSSE phone number.
115,F1,Who are the minor advisors for [minor]?,The minor advisors for [minor] are [minor-advisors]. 
116,F1,Who can I contact to get more information about the [minor]?,You can contact [minor-advisors] to learn more about [minor].
117,F1,Who can I contact if I have questions about [minor]?,"If you have questions about [minor], you may contact [contact-info]."
118,F1,Who will help me if I have doubts about [minor]?,"If you have questions about [minor], you may contact [contact-info]."
119,F1,What steps do I need to follow to request a change of major?,"In order to request a change in major, follow these steps: [change-major-steps]."
120,F1,How can I request a change of major?,"In order to request a change in major, follow these steps: [change-major-steps]."
121,F1,What are the basic criteria when requesting a change of major?,The basic criteria to request a change of major are [change-major-criteria] .
122,F1,What conditions are part of the change of major agreement?,The conditions present in the ICMA (Individualized Change of Major Agreement) contract are the following: [icma-conditions].
123,F1,What is the minimum GPA to transfer into CSSE?,[minimum-gpa-change-major] is the minimum GPA that is required to change into CSSE. 
