,id_group,group,q_format,a_format,tag0,tag1,tag2,tag3
1610,4,D1,What professors are interested in [CSSE-Research-Area]?,[CSSE-Faculty-List] are interested in [CSSE-Research-Area].,[CSSE-Research-Area],,,
1611,5,D1,Who is studying [CSSE-Research-Area]?,[CSSE-Faculty-List] are interested in [CSSE-Research-Area]. [CSSE-Faculty-List] have recently published papers related to [CSSE-Research-Area].,[CSSE-Research-Area],,,
1612,6,D1,What are all the computer science professorsâ research areas?,Cal Poly computer science professors are interested in [CSSE-Research-Area-List].,,,,
1613,7,D1,Which computer science research area has the most professors?,The most professors are interested in [CSSE-Research-Area].,,,,
1614,8,D1,What [CSSE-Research-Area] does [CSSE-Faculty] have expertise in?,[CSSE-Faculty]'s research interests are [CSSE-Research-Area-List]. Some recent papers they have published are [Paper-Title-List].,[CSSE-Research-Area],[CSSE-Faculty],,
1615,9,D1,Is [CSSE-Faculty] knowledgable about [CSSE-Research-Area]?,"Yes, it is one of their research interests./No, it is not one of their research interest areas.",[CSSE-Faculty],[CSSE-Research-Area],,
1616,10,D1,Which professors specialize in [CSSE-Research-Area]?,[CSSE-Faculty-List] are interested in [CSSE-Research-Area]. [CSSE-Faculty-List] have recently published papers related to [CSSE-Research-Area].,[CSSE-Research-Area],,,
1617,11,D1,Who can I email about [CSSE-Research-Area]?,You can contact [CSSE-Faculty] at [CSSE-Faculty-Email] or [CSSE-Faculty] at [CSSE-Faculty-Email].,[CSSE-Research-Area],,,
1618,12,D1,Where should I go about [CSSE-Research-Area]?,You can visit [CSSE-Faculty] in their office [CSSE-Office-Number] during their office hours [Office-Hours].,[CSSE-Research-Area],,,
1619,13,D1,When is the next time I can meet with a professor interested in [CSSE-Research-Area]?,The next time is during [CSSE-Faculty]'s office hours [Office-Hours] in room [CSSE-Office-Number].,[CSSE-Research-Area],,,
1620,14,D1,What is the soonest I can meet with a professor about [CSSE-Research-Area]?,The next time is during [CSSE-Faculty]'s office hours [Office-Hours] in room [CSSE-Office-Number].,[CSSE-Research-Area],,,
1621,15,D1,What is [CSSE-Faculty]âs poly rating?,[CSSE-Faculty] has a PolyRating of [Rating].,[CSSE-Faculty],,,
1622,16,D1,What is the average polyrating of [CSSE-Faculty]?,[CSSE-Faculty] has a PolyRating of [Rating].,[CSSE-Faculty],,,
1623,17,D1,What is [CSSE-Faculty] rated on polyratings?,[CSSE-Faculty] has a PolyRating of [Rating].,[CSSE-Faculty],,,
1624,18,D1,How good of a professor is [CSSE-Faculty]?,"All Cal Poly professors are great, but [CSSE-Faculty] has a PolyRating of [Rating].",[CSSE-Faculty],,,
1625,19,D1,Is [CSSE-Faculty] a good professor?,"All Cal Poly professors are great, but [CSSE-Faculty] has a PolyRating of [Rating].",[CSSE-Faculty],,,
1626,20,D1,Is [CSSE-Faculty] well liked?,[CSSE-Faculty] has a polyrating of [Rating].,[CSSE-Faculty],,,
1627,21,D1,What is the average grade given by [CSSE-Faculty] in [CSSE-Course]?,"Based on PolyRatings, [CSSE-Faculty] gives an average grade of [Grade] in [CSSE-Course].",[CSSE-Faculty],[CSSE-Course],,
1628,22,D1,Who are the top [Number] rated CS professors on polyratings?,The top [Number] rated professors are [CSSE-Faculty-List].,[Number],,,
1629,23,D1,Which comp sci professors have the top [Number] highest poly ratings?,The top [Number] rated professors are [CSSE-Faculty-List].,[Number],,,
1630,24,D1,Does [CSSE-Faculty] or [CSSE-Faculty] have a higher poly rating?,[CSSE-Faculty] has a higher PolyRating.,[CSSE-Faculty],[CSSE-Faculty],,
1631,25,D1,Which of [CSSE-Faculty-List] has the highest polyrating?,[CSSE-Faculty] has the highest PolyRating.,[CSSE-Faculty-List],,,
1632,26,D1,What is the URL for [CSSE-Faculty]âs polyratings?,[CSSE-Faculty]'s PolyRatings page can be found at [URL].,[CSSE-Faculty],,,
1633,27,D1,Who are the professors with a polyrating over [Rating]?,[CSSE-Faculty-List] all have average PolyRatings over [Rating].,[Rating],,,
1634,28,D1,Who is the best professor to take for [CSSE-Course]?,[CSSE-Faculty] has the highest PolyRating - [Rating] - of all professors that teach [CSSE-Course].,[CSSE-Course],,,
1635,29,D1,Who should I take [CSSE-Course] with?,[CSSE-Faculty] has the highest PolyRating - [Rating] - of all professors that teach [CSSE-Course].,[CSSE-Course],,,
1636,30,D1,What courses will [CSSE-Faculty] teach in [Quarter]?,[CSSE-Faculty] will teach [CSSE-Course-List] in [Quarter].,[CSSE-Faculty],[Quarter],,
1637,31,D1,Is [CSSE-Faculty] teaching [CSSE-Course] in [Quarter]?,"Yes./No, they are teaching [CSSE-Course-List].",[CSSE-Faculty],[CSSE-Course],[Quarter],
1638,32,D1,Who will teach [CSSE-Course] in [Quarter]?,[CSSE-Faculty-List] are teaching [CSSE-Course] in [Quarter].,[CSSE-Course],[Quarter],,
1639,33,D1,"In [Quarter], who is teaching [CSSE-Course]?",[CSSE-Faculty-List] are teaching [CSSE-Course] in [Quarter].,[Quarter],[CSSE-Course],,
1640,34,D1,Is [CSSE-Faculty] scheduled to teach any graduate courses in [Quarter]?,"Yes, they are teaching [CSSE-Course]./No.",[CSSE-Faculty],[Quarter],,
1641,35,D1,Who teaches [CSSE-Course]?,The next professors teaching [CSSE-Course] are [CSSE-Faculty-List].,[CSSE-Course],,,
1642,36,D1,Who is usually the professor for [CSSE-Course]?,"Recently, [CSSE-Course] has been taught by [CSSE-Faculty-List].",[CSSE-Course],,,
1643,37,D1,Who has taught [CSSE-course] in the past?,[CSSE-Faculty-List] have taught [CSSE-Course].,[CSSE-course],,,
1644,38,D1,How many courses is [CSSE-Faculty] teaching?,"This quarter, [CSSE-Faculty] is teaching [Number] courses.",[CSSE-Faculty],,,
1645,39,D1,How many different classes will [CSSE-Faculty] teach next quarter?,"Next quarter, [CSSE-Faculty] will teach [Number] different courses.",[CSSE-Faculty],,,
1646,40,D1,What courses has [CSSE-Faculty] taught?,"In the last year, [CSSE-Faculty] has taught [CSSE-Course-List].",[CSSE-Faculty],,,
1647,41,D1,What courses does [CSSE-Faculty] teach?,"In the last year, [CSSE-Faculty] has taught [CSSE-Course-List]. This quarter, they are teaching [CSSE-Course-List].",[CSSE-Faculty],,,
1648,42,D1,What is [CSSE-Faculty] teaching this quarter?,[CSSE-Faculty] is teaching [CSSE-Course-List].,[CSSE-Faculty],,,
1649,43,D1,Is [CSSE-Faculty] teaching any classes this quarter?,"Yes, they are teaching [CSSE-Course-List]./No.",[CSSE-Faculty],,,
1650,44,D1,Which professors are not teaching this quarter?,[CSSE-Faculty-List] are not teaching this quarter.,,,,
1651,45,D1,Where is [CSSE-Faculty] teaching right now?,[CSSE-Faculty] is currently teaching [CSSE-Course] in [Room]./[CSSE-Faculty] is not currently teaching.,[CSSE-Faculty],,,
1652,46,D1,Where will [CSSE-Faculty] be teaching next?,[CSSE-Faculty] will be teaching [CSSE-Course] in [Room] at [Time].,[CSSE-Faculty],,,
1653,47,D1,Where did [CSSE-Faculty] go to school?,[CSSE-Faculty] attended [University] as an undergraduate and [University] for their [Degree-Type].,[CSSE-Faculty],,,
1654,48,D1,What degrees does [CSSE-Faculty] have?,[CSSE-Faculty has a [Degree-List].,[CSSE-Faculty],,,
1655,49,D1,What schools has [CSSE-Faculty] attended?,[CSSE has attended [University-List].,[CSSE-Faculty],,,
1656,50,D1,Does [CSSE-Faculty] have a [Degree-Type] degree?,"Yes, they got their [Degree-Type] from [University]./No.",[CSSE-Faculty],[Degree-Type],,
1657,51,D1,Who are the [Faculty-Type] in the CSSE program at Cal Poly?,[CSSE-Faculty-List] are the CSSE [Faculty-Type] at Cal Poly.,[Faculty-Type],,,
1658,52,D1,What school did [CSSE-Faculty] get their degree from?,[CSSE-Faculty] got their [Degree] from [University].,[CSSE-Faculty],,,
1659,53,D1,How many degrees does [CSSE-Faculty] have?,[CSSE-Faculty] has [Number] degrees.,[CSSE-Faculty],,,
1660,54,D1,What computer science professors went to [University]?,[CSSE-Faculty-List] went to [University].,[University],,,
1661,55,D1,How long has [CSSE-Faculty] taught at Cal Poly?,[CSSE-Faculty] has taught at Cal Poly for [Number] years.,[CSSE-Faculty],,,
1662,56,D1,What year did [CSSE-Faculty] start at Cal Poly?,[CSSE-Faculty] started teaching at Cal Poly in [Year].,[CSSE-Faculty],,,
1663,57,D1,When did [CSSE-Faculty] start teaching at Cal Poly?,[CSSE-Faculty] started teaching at Cal Poly in [Year].,[CSSE-Faculty],,,
1664,58,D1,Which computer science professors are Cal Poly alumni?,[CSSE-Faculty-List] are Cal Poly alumni.,,,,
1665,59,D1,What year did [CSSE-Faculty] get their [Degree-Type]?,[CSSE-Faculty] got their [Degree-Type] in [Year].,[CSSE-Faculty],[Degree-Type],,
1666,60,D1,Did [CSSE-Faculty] study at Cal Poly?,Yes./No.,[CSSE-Faculty],,,
1667,61,D1,When was [CSSE-Faculty] a professor at Cal Poly?,[CSSE-Faculty] was a professor at Cal Poly from [Date-Range].,[CSSE-Faculty],,,
1668,62,D1,What is the highest degree of [CSSE-Faculty]?,[CSSE-Faculty]'s highest degree is [Degree-Type].,[CSSE-Faculty],,,
1669,63,D1,Where did [CSSE-Faculty] get their most recent degree?,[CSSE-Faculty] got their most recent degree from [University].,[CSSE-Faculty],,,
1670,64,D1,What is [CSSE-Faculty]âs highest degree?,[CSSE-Faculty] got their [Degree-Type] from [University].,[CSSE-Faculty],,,
1671,65,D1,Is [CSSE-Faculty] still working at Cal Poly?,"Yes./No, they retired in [Year].",[CSSE-Faculty],,,
1672,66,D1,Does [CSSE-Faculty] still teach at Cal Poly?,"Yes./No, they retired in [Year].",[CSSE-Faculty],,,
1673,67,D1,What professors were teaching in the CS department in [Year]?,[CSSE-Faculty-List] were teaching in [Year].,[Year],,,
1674,68,D1,Has there ever been a professor [Possibly-CSSE-Faculty] in Cal Poly CSSE?,Yes./No.,[Possibly-CSSE-Faculty],,,
1675,69,D1,Did [Possibly-CSSE-Faculty] ever teach in the computer science department?,Yes./No.,[Possibly-CSSE-Faculty],,,
1676,70,D1,Who are Cal Polyâs computer science professors emeriti?,They are [CSSE-Faculty-List].,,,,
1677,71,D1,What computer science professors are retired from Cal Poly?,They are [CSSE-Faculty-List].,,,,
1678,72,D1,What published research projects does [CSSE-Faculty] have?,[CSSE-Faculty] has published [Paper-List].,[CSSE-Faculty],,,
1679,73,D1,Did [CSSE-Faculty] submit a research paper in [Year]?,"Yes, they submitted [Paper-List] in [Year]./No.",[CSSE-Faculty],[Year],,
1680,74,D1,How many research papers has [CSSE-Faculty] submitted for Cal Poly?,[CSSE-Faculty] has submitted [Number] papers.,[CSSE-Faculty],,,
1681,75,D1,What professors submitted research papers in [Year]?,[CSSE-Faculty-List] submitted research papers in [Year].,[Year],,,
1682,76,D1,What papers has [CSSE-Faculty] contributed to the Cal Poly Digital Commons?,[CSSE-Faculty] has published [Paper-List].,[CSSE-Faculty],,,
1683,77,D1,Has [CSSE-Faculty] published any papers?,"Yes, they have published [Paper-List]./No.",[CSSE-Faculty],,,
1684,78,D1,What research papers has [CSSE-Faculty] written?,[CSSE-Faculty] has published [Paper-List].,[CSSE-Faculty],,,
1685,79,D1,What CSSE papers have been submitted to the digital commons in the last [Number] years?,[Paper-List] have been published in the last [Number] years.,[Number],,,
1686,80,D1,What CSSE papers were submitted in [Year]?,[Paper-List] were published in [Year].,[Year],,,
1687,81,D1,What papers did [CSSE-Faculty] submit to the digital commons in [Year]?,[Paper-List] were published in [Year].,[CSSE-Faculty],[Year],,
1688,82,D1,What senior projects has [CSSE-Faculty] advised?,[CSSE-Faculty] has advised [Senior-Project-List].,[CSSE-Faculty],,,
1689,83,D1,How many senior projects has [CSSE-Faculty] advised?,[CSSE-Faculty] has advised [Number] senior projects.,[CSSE-Faculty],,,
1690,84,D1,How many senior projects did [CSSE-Faculty] work on in [Year]?,[CSSE-Faculty] advised [Number] senior projects in [Year].,[CSSE-Faculty],[Year],,
1691,85,D1,Which senior projects did [CSSE-Faculty] advise in [Year]?,[CSSE-Faculty] advised [Senior-Project-List] in [Year].,[CSSE-Faculty],[Year],,
1692,86,D1,What senior projects did [CSSE-Faculty] advise last year?,[CSSE-Faculty] advised [Senior-Project-List] in [Year].,[CSSE-Faculty],,,
1693,87,D1,Which computer science professor has advised the most senior projects in the last [Number] years?,[CSSE-Faculty] advised the most senior projects in the last [Number] years.,[Number],,,
1694,88,D1,Whose senior projects has [CSSE-Faculty] advised?,[CSSE-Faculty] has advised [Student-List].,[CSSE-Faculty],,,
1695,89,D1,What computer science professors have published papers on [Topic-Keyword]?,[CSSE-Faculty-List] have published papers on [Topic-Keyword].,[Topic-Keyword],,,
1696,90,D1,What is the average length of papers published by [CSSE-Faculty]?,[CSSE-Faculty]'s papers are an average of [Number] pages long.,[CSSE-Faculty],,,
1697,91,D1,Where can I learn more about [CSSE-Faculty]âs research?,[CSSE-Faculty]'s most recent paper can be found at [URL] and their personal website is [URL].,[CSSE-Faculty],,,
1698,92,D1,What professor published the paper [Paper-Title]?,It was published by [CSSE-Faculty].,[Paper-Title],,,
1699,93,D1,In what journals has [CSSE-Faculty] been published?,[CSSE-Faculty] has been published in [Journal-List].,[CSSE-Faculty],,,
1700,94,D1,What journals has [CSSE-Faculty] published papers in?,[CSSE-Faculty] has been published in [Journal-List].,[CSSE-Faculty],,,
1701,95,D1,What journals are Cal Poly computer science professors published in?,Cal Poly CSSE professors have been published in [Journal-List].,,,,
1702,96,D1,What is [CSSE-Faculty]âs email?,[CSSE-Faculty]'s email is [Email].,[CSSE-Faculty],,,
1703,97,D1,How can I contact [CSSE-Faculty]?,[CSSE-Faculty]'s email is [Email] and their phone number is [Phone-Number].,[CSSE-Faculty],,,
1704,98,D1,What is [CSSE-Faculty]âs contact information?,[CSSE-Faculty]'s email is [Email] and their phone number is [Phone-Number].,[CSSE-Faculty],,,
1705,99,D1,What is [CSSE-Faculty]âs phone number?,[CSSE-Faculty]'s phone number is [Phone-Number].,[CSSE-Faculty],,,
1706,100,D1,What number do I call to reach [CSSE-Faculty]?,[CSSE-Faculty]'s phone number is [Phone-Number].,[CSSE-Faculty],,,
1707,101,D1,How can I reach [CSSE-Faculty]?,[CSSE-Faculty]'s email is [Email] and their phone number is [Phone-Number].,[CSSE-Faculty],,,
1708,102,D1,Where is [CSSE-Faculty]âs office?,[CSSE-Faculty]'s office is [CSSE-Office-Number].,[CSSE-Faculty],,,
1709,103,D1,What CSSE faculty is in [CSSE-Office-Number]?,[CSSE-Faculty]'s office is [CSSE-Office-Number].,[CSSE-Office-Number],,,
1710,104,D1,In what room is [CSSE-Faculty]âs office?,[CSSE-Faculty]'s office is [CSSE-Office-Number].,[CSSE-Faculty],,,
1711,105,D1,Where can I find [CSSE-Faculty]âs website?,[CSSE-Faculty]'s website is [URL].,[CSSE-Faculty],,,
1712,106,D1,Does [CSSE-Faculty] have a personal website?,[CSSE-Faculty]'s website is [URL].,[CSSE-Faculty],,,
1713,107,D1,What is [CSSE-Faculty]âs home page?,[CSSE-Faculty]'s website is [URL].,[CSSE-Faculty],,,
1714,108,D1,What professors have offices in [Building]?,[CSSE-Faculty-List] have offices in [Building].,[Building],,,
1715,109,D1,What is the email address of [CSSE-Faculty]?,[CSSE-Faculty]'s email is [Email].,[CSSE-Faculty],,,
1716,110,D1,What is the office of [CSSE-Faculty]?,[CSSE-Faculty]'s office is [CSSE-Office-Number].,[CSSE-Faculty],,,
1717,111,D1,What are the names and emails of all computer science [Faculty-Type]?,Their names and emails are: [CSSE-Faculty-Email-List].,[Faculty-Type],,,
1718,112,D1,Who are the computer science [Faculty-Type]s at Cal Poly?,They are [CSSE-Faculty-List].,[Faculty-Type],,,
1719,113,D1,Who shares an office with [CSSE-Faculty]?,[CSSE-Faculty] shares an office with [CSSE-Faculty].,[CSSE-Faculty],,,
1720,114,D1,Does anyone share an office with [CSSE-Faculty]?,"Yes, [CSSE-Faculty] shares an office with [CSSE-Faculty]./No.",[CSSE-Faculty],,,
1721,115,D1,What time are [CSSE-Faculty]'s office hours?,[CSSE-Faculty]'s office hours are [Office-Hours].,[CSSE-Faculty],,,
1722,116,D1,When can I visit [CSSE-Faculty]'s office?,[CSSE-Faculty]'s office hours are [Office-Hours].,[CSSE-Faculty],,,
1723,117,D1,Is [CSSE-Faculty] hosting office hours right now?,"Yes, until [Time]./No.",[CSSE-Faculty],,,
1724,118,D1,Is [CSSE-Faculty] in their office now?,"Yes, until [Time]./No.",[CSSE-Faculty],,,
1725,119,D1,Which computer science professors have office hours on [Day]?,"On [Day], the available faculty are: [CSSE-Faculty-OH-List].",[Day],,,
1726,120,D1,Who in the CSSE department is hosting office hours today?,"On [Day], the available faculty are: [CSSE-Faculty-OH-List].",,,,
1727,121,D1,When are the next computer science office hours I can attend?,The next office hours are [Office-Hours] in [CSSE-Faculty]'s office [CSSE-Office-Number].,,,,
1728,122,D1,Who is the CSSE department chair?,[CSSE-Faculty] is the department chair.,,,,
1729,123,D1,What is the job title of [CSSE-Faculty]?,[CSSE-Faculty] is a [Faculty-Type].,[CSSE-Faculty],,,
1730,124,D1,Is [CSSE-Faculty] a [Faculty-Type]?,"Yes./No, they are a [Faculty-Type].",[CSSE-Faculty],[Faculty-Type],,
1731,125,D1,Is [CSSE-Faculty] a lecturer or a professor?,[CSSE-Faculty] is a [Faculty-Type].,[CSSE-Faculty],,,
1732,126,D1,How many faculty are in the CSSE department?,There are [Number] faculty in the CSSE department.,,,,
1733,127,D1,How many computer science faculty are there at Cal Poly?,There are [Number] faculty in the CSSE department.,,,,
1734,128,D1,Who are the lecturers in the computer science department?,The CSSE lecturers are [CSSE-Faculty-List].,,,,
1735,129,D1,Who is the department chair of the CSSE department at Cal Poly?,[CSSE-Faculty] is the department chair.,,,,
1736,130,D1,What is the position of [CSSE-Faculty]?,[CSSE-Faculty] is a [Faculty-Type].,[CSSE-Faculty],,,
1737,131,D1,What is [CSSE-Faculty]âs job at Cal Poly?,[CSSE-Faculty] is a [Faculty-Type].,[CSSE-Faculty],,,
1738,132,D1,"In the CSSE department, how many faculty members are [Faculty-Type]?",There are [Number] [Faculty-Type]s in the CSSE department.,[Faculty-Type],,,
1739,133,D1,How many computer science [Faculty-Type] are there at Cal Poly?,There are [Number] [Faculty-Type]s in the CSSE department.,[Faculty-Type],,,
1740,134,D1,Who are the professors with the last name [CSSE-Faculty]?,[CSSE-Faculty-List] have the last name [CSSE-Faculty].,[CSSE-Faculty],,,
1741,135,D1,Where is [CSSE-Faculty] right now?,[CSSE-Faculty] is in [Room] until [Time].,[CSSE-Faculty],,,
1742,136,D1,"At the moment, where is [CSSE-Faculty]?",[CSSE-Faculty] is in [Room] until [Time].,[CSSE-Faculty],,,
1743,137,D1,Where is [CSSE-Faculty] currently?,[CSSE-Faculty] is in [Room] until [Time].,[CSSE-Faculty],,,
1744,138,D1,Where will [CSSE-Faculty] be at [Time]?,[CSSE-Faculty] will be in [Room].,[CSSE-Faculty],[Time],,
1745,139,D1,"At [Time], where will [CSSE-Faculty] be?",[CSSE-Faculty] will be in [Room].,[Time],[CSSE-Faculty],,
1746,140,D1,Where is the next place I can find [CSSE-Faculty]?,[CSSE-Faculty] will be in [Room] from [Time] to [Time].,[CSSE-Faculty],,,
1747,141,D1,When can I next find [CSSE-Faculty] on campus?,[CSSE-Faculty] will be in [Room] from [Time] to [Time].,[CSSE-Faculty],,,
1748,0,F1,How many GEs do I have to take in [major]?,You need to take [major-ge-units] units to graduate in [major].,[major],,,
1749,1,F1,How many general educations do I have to take in [major]?,You need to take [major-ge-units] units to graduate in [major].,[major],,,
1750,2,F1,How many general education classes do I have to take in [major]?,You need to take [major-ge-units] units to graduate in [major].,[major],,,
1751,3,F1,What GEs satisfy area [ge-area]?,GE area [ge-area] includes the following courses: [ge-area-course-names].,[ge-area],,,
1752,4,F1,What general educations satisfy area [ge-area]?,GE area [ge-area] includes the following courses: [ge-area-course-names].,[ge-area],,,
1753,5,F1,What courses are included in GE area [ge-area]?,GE area [ge-area] includes the following courses: [ge-area-course-names].,[ge-area],,,
1754,6,F1,What courses are included in general education area [ge-area]?,GE area [ge-area] includes the following courses: [ge-area-course-names].,[ge-area],,,
1755,7,F1,What is the subject of GE area [ge-area]?,The subject of GE area [ge-area] is [ge-area-subject].,[ge-area],,,
1756,8,F1,What is the subject of general education area [ge-area]?,The subject of GE area [ge-area] is [ge-area-subject].,[ge-area],,,
1757,9,F1,What are the general education areas?,The general education areas are [ge-area-list].,,,,
1758,10,F1,What are the GE requirements?,The GE requirements are the following: [ge-requirements].,,,,
1759,11,F1,What are the general education requirements?,The GE requirements are the following: [ge-requirements].,,,,
1760,12,F1,What GE areas are considered [division-level]?,The following GE areas are considered [division-level]: [division-ge-area-list].,[division-level],,,
1761,13,F1,What general education areas are considered [division-level]?,The following GE areas are considered [division-level]: [division-ge-area-list].,[division-level],,,
1762,14,F1,How many units of electives do I need for [major]?,You need [ge-elective-units-major] of electives to graduate in [major].,[major],,,
1763,15,F1,What is the total number of units of electives needed to graduate in [major]?,You need [ge-elective-units-major] of electives to graduate in [major].,[major],,,
1764,16,F1,How many approved electives do I have to take for the [minor]?,You have to take [minor-approved-electives-units] approved electives for the [minor].,[minor],,,
1765,17,F1,What are the approved electives I can take for a [minor]?,The approved electives for a [minor] are [approved-electives-minor],[minor],,,
1766,18,F1,What courses may I choose that satisfy the [elective-type] requirement?,"In order to satisfy the [elective-type] requirement, you may choose from the following courses: [elective-type-course-names].",[elective-type],,,
1767,19,F1,What are the courses that help me satisfy the [elective-type] requirements?,"In order to satisfy the [elective-type] requirement, you may choose from the following courses: [elective-type-course-names].",[elective-type],,,
1768,20,F1,How many units of [elective-type] do I have to take?,You need to take [elective-type-units] in [elective-type].,[elective-type],,,
1769,21,F1,What courses can I take instead of [course] for [major]?,You could take any of [major-course-alternatives-list] instead of [course] for [major].,[course],[major],,
1770,22,F1,Are there any alternatives to [course] for [major]?,You could take any of [major-course-alternatives-list] instead of [course] for [major].,[course],[major],,
1771,23,F1,What CSSE courses are offered in [season]?,The CSSE courses typically offered in [season] are [season-course-names].,[season],,,
1772,24,F1,What computer science and software engineering courses are offered in [season]?,The CSSE courses typically offered in [season] are [season-course-names].,[season],,,
1773,25,F1,How many CSSE courses will be available during the [season] quarter?,There are [number-season-courses] CSSE courses typically offered during [season] quarter.,[season],,,
1774,26,F1,How many computer science and software engineering courses will be available during the [season] quarter?,There are [number-season-courses] CSSE courses typically offered during [season] quarter.,[season],,,
1775,27,F1,What are the courses that are in both CSC and SE curriculum?,The courses that are common for both the departments are [overlapping-courses-list].,,,,
1776,28,F1,What are the courses that are in both Computer Science and SE curriculum?,The courses that are common for both the departments are [overlapping-courses-list].,,,,
1777,29,F1,What are the courses that are in both Computer Science and Software Engineering curriculum?,The courses that are common for both the departments are [overlapping-courses-list].,,,,
1778,30,F1,What courses are cross listed as CSC and SE?,The courses that are common for both the departments are [overlapping-courses-list].,,,,
1779,31,F1,What courses are cross listed as Computer Science and SE?,The courses that are common for both the departments are [overlapping-courses-list].,,,,
1780,32,F1,What courses are cross listed as Computer Science and Software Engineering?,The courses that are common for both the departments are [overlapping-courses-list].,,,,
1781,33,F1,How many courses are present in both CSC and SE?,The number of courses that are common in both the departments are [overlapping-courses-list].,,,,
1782,34,F1,How many courses are present in both Computer Science and SE?,The number of courses that are common in both the departments are [overlapping-courses-list].,,,,
1783,35,F1,How many courses are present in both Computer Science and Software Engineering?,The number of courses that are common in both the departments are [overlapping-courses-list].,,,,
1784,36,F1,What are the graduate level courses?,The graduate level courses in CSC are [graduate-courses-list].,,,,
1785,37,F1,What are all the courses in [major] that are of [course-units] units?,The following courses count for [course-units] units: [major-course-names-of-units].,[major],[course-units],,
1786,38,F1,What is the CSSE mission statement?,The CSSE mission statement is [csse-mission-statement].,,,,
1787,39,F1,What is the computer science and software engineering mission statement?,The CSSE mission statement is [csse-mission-statement].,,,,
1788,40,F1,What are the program educational objectives for the [major]?,The program educational objectives for the [major] are [major-peos].,[major],,,
1789,41,F1,What are the learning outcomes of [major]?,The learning outcomes for the [major] are [major-learning-outcomes-list].,[major],,,
1790,42,F1,What are the learning outcomes of the GE program?,The GE programâs learning outcomes are the following: [ge-learning-outcomes].,,,,
1791,43,F1,What are the learning outcomes of the general education program?,The GE programâs learning outcomes are the following: [ge-learning-outcomes].,,,,
1792,44,F1,What are the general education learning outcomes?,The GE programâs learning outcomes are the following: [ge-learning-outcomes].,,,,
1793,45,F1,What are the learning outcomes for [major]?,The learning outcomes for the [major] are [major-learning-outcomes-list].,[major],,,
1794,46,F1,What are the learning objectives for the MS in Computer Science?,The learning objectives for the MS in Computer Science are [ms-learning-objectives].,,,,
1795,47,F1,What are the learning objectives for the Masters Degree in Computer Science?,The learning objectives for the MS in Computer Science are [ms-learning-objectives].,,,,
1796,48,F1,What are the [major] courses?,The [major] courses are [major-courses].,[major],,,
1797,49,F1,What are the courses required for [major]?,The [major] courses are [major-courses].,[major],,,
1798,50,F1,How many courses do we have in [major]?,The number of courses in [major] are: [total-num-of-courses].,[major],,,
1799,51,F1,What courses are important to transfer into Computer Science?,"In order to maximize your chance of election, you should take the following courses: [transfer-courses].",,,,
1800,52,F1,What courses do I need to take to transfer into Computer Science?,"In order to maximize your chance of election, you should take the following courses: [transfer-courses].",,,,
1801,53,F1,What are some [major] resources that are available?,These are some that are available to you: [major-resources].,[major],,,
1802,54,F1,What resources are there for [major]?,These are some resources that are available to you: [major-resources].,[major],,,
1803,55,F1,Where can I get advising for a [major]?,These are some resources that are available to you: [major-resources].,[major],,,
1804,56,F1,What are the course numbers that are considered independent study in [major]?,The courses that are considered independent study are: [independent-study-courses].,[major],,,
1805,57,F1,What are some independent study course that I have available?,The courses that are considered independent study are: [independent-study-courses].,,,,
1806,58,F1,What is the minimum number of upper division units needed to graduate with a BS in Computer Science?,The minimum number of upper division units need to graduate with a BS in Computer Science are [minimum-upper-division-units].,,,,
1807,59,F1,What is the minimum number of upper division units needed to graduate with a Bachelors Degree in Computer Science?,The minimum number of upper division units need to graduate with a BS in Computer Science are [minimum-upper-division-units].,,,,
1808,60,F1,How many [division-level] units are required for a [minor]?,The [minor] requires [minor-division-units] [division-level] units.,[division-level],[minor],,
1809,61,F1,How many [division-level] units does [minor] require?,The [minor] requires [minor-division-units] [division-level] units.,[division-level],[minor],,
1810,62,F1,How many units does the [minor] require?,The [minor] requires [minor-required-units] required units and [minor-approved-elective-units] approved elective units.,[minor],,,
1811,63,F1,How many units do I need for a [minor]?,The [minor] requires [minor-required-units] required units and [minor-approved-elective-units] approved elective units.,[minor],,,
1812,64,F1,What are the general requirements for a minor at Cal Poly?,The general requirements for a minor at Cal Poly are [minor-general-requirements]. ,,,,
1813,65,F1,What are the steps to apply for the [minor]?,You need to take [minor-steps] to attain a  [minor].,[minor],,,
1814,66,F1,How do I apply for a [minor]?,You need to take [minor-steps] to attain a [minor].,[minor],,,
1815,67,F1,What are the required courses for the [minor]?,The required courses for the [minor] are: [required-minor-courses].,[minor],,,
1816,68,F1,What is the minimum CGPA required to apply for minor in Computer Science?,You have to maintain a CGPA of [minimum-gpa-minor] or higher to apply for a minor in Computer Science. ,,,,
1817,69,F1,What is the minimum Cumulative Grade Point Average required to apply for minor in Computer Science?,You have to maintain a CGPA of [minimum-gpa-minor] or higher to apply for a minor in Computer Science. ,,,,
1818,70,F1,What are the prerequisites for the [minor]?,You need to meet the following requirements to apply for the [minor]: [minor-prerequisites].,[minor],,,
1819,71,F1,Where can I get the application for the [minor]?,You can access the application for the [minor] in the following link: [minor-application-link].,[minor],,,
1820,72,F1,Where can I get the flowchart for the [minor]?,You can access the flowchart for CSSE students pursuing a [minor] in the following link: [minor-flowchart-link].,[minor],,,
